loan_type,employment_status,monthly_income,cibil_score,existing_emis_monthly,debt_to_income_ratio,property_ownership_status,applicant_age,loan_amount_requested
0,0,33700,676,5300,0.1573,0,28,100000
1,5,39700,660,2100,0.0529,2,23,300000
3,5,66400,661,0,0.0,1,29,995000
2,2,69000,717,2200,0.0319,0,53,277000
4,0,74100,760,6300,0.0931,1,23,404000
2,5,41000,718,5900,0.1439,0,48,159000
0,1,80900,744,3600,0.0445,2,24,692000
1,1,69200,769,2200,0.0318,2,23,102000
4,4,34200,680,4300,0.1257,1,35,322000
3,3,44900,676,0,0.0,2,60,593000
0,1,19500,680,3500,0.1795,0,42,100000
0,4,82700,633,2900,0.0351,0,38,665000
1,1,11400,697,1400,0.1227999999999999,1,58,995000
1,5,39800,617,2800,0.0704,0,24,648000
4,4,53700,667,200,0.0037,2,32,289000
3,3,55200,640,6000,0.1086999999999999,2,23,100000
2,3,78900,690,4200,0.0532,2,29,764000
2,2,71800,653,5700,0.0794,0,56,868000
3,4,67400,716,1600,0.0237,1,63,114000
3,3,10000,695,0,0.0,2,23,477000
0,0,63800,671,1000,0.0157,2,26,445000
2,0,78700,688,4500,0.0572,0,41,211000
2,3,38700,685,1200,0.031,0,39,451000
3,0,60800,679,6300,0.1036,2,37,311000
4,0,72700,684,4700,0.0646,1,38,100000
3,4,72000,742,1300,0.0181,2,46,127000
4,5,18500,679,3100,0.1676,0,23,597000
4,2,71900,698,2400,0.0334,0,50,645000
3,3,32200,714,5000,0.1553,2,63,136000
2,5,91100,770,4200,0.0457,1,56,478000
0,2,10000,680,5900,0.59,2,47,754000
2,5,53200,727,6300,0.1278,1,54,100000
0,2,69400,759,800,0.0115,1,57,618000
3,1,28100,700,2500,0.089,2,56,392000
0,1,42700,663,6000,0.1405,2,63,914000
0,2,69900,712,2500,0.0358,0,25,736000
2,1,65100,675,0,0.0,0,58,344000
3,4,65300,758,3800,0.0582,1,33,393000
4,4,51600,639,2800,0.0542999999999999,1,23,384000
2,3,26700,742,3300,0.1235999999999999,2,62,394000
4,0,49400,772,2100,0.0425,2,35,100000
4,2,25300,698,5400,0.2134,0,38,640000
3,0,27400,697,5600,0.2044,2,23,100000
0,1,36200,723,6200,0.1712999999999999,1,27,154000
1,5,78200,722,0,0.0,1,50,696000
0,5,90400,674,100,0.0011,0,46,622000
0,1,13700,710,2200,0.1606,2,42,820000
2,1,54200,699,200,0.0037,0,29,798000
0,5,91100,627,4400,0.0467999999999999,1,45,995000
4,3,10000,688,6100,0.61,1,29,596000
1,2,29700,668,2800,0.0943,0,45,299000
4,3,38800,694,2400,0.0619,2,38,991000
2,2,74900,652,5600,0.0748,2,54,176000
0,1,10000,649,1700,0.17,2,42,995000
2,0,60900,733,3600,0.0591,1,37,858000
4,5,37600,772,200,0.0053,2,27,317000
4,0,84400,765,4100,0.0486,0,38,995000
1,5,63000,718,5400,0.0857,2,25,509000
2,2,16900,777,3000,0.1775,0,50,502000
0,3,25800,617,4900,0.1898999999999999,0,61,760000
1,5,10000,714,6000,0.6,0,57,610000
1,3,18400,687,4000,0.2173999999999999,0,26,679000
1,3,76500,781,6300,0.0993,2,35,766000
0,5,88900,660,6000,0.0675,1,62,815000
0,2,76000,688,1700,0.0224,1,60,995000
4,5,42900,686,3800,0.0886,0,27,995000
1,0,60100,677,6300,0.1348,0,48,349000
1,4,65300,672,4500,0.0689,0,33,100000
4,4,74900,617,500,0.0067,2,33,255000
1,5,25700,676,0,0.0,2,28,488000
0,4,45200,733,100,0.0022,1,25,164000
2,2,46300,704,1200,0.0259,2,23,424000
1,1,42000,718,4700,0.1119,1,43,995000
4,3,64300,707,6300,0.098,2,35,437000
3,4,91100,617,2000,0.0165,0,25,814000
2,5,34800,617,2900,0.0833,0,53,753000
0,2,49800,716,2700,0.0542,2,49,677000
2,0,44800,710,2000,0.0446,0,39,850000
0,2,37800,682,3900,0.1032,1,44,833000
3,0,21600,761,3500,0.162,2,52,850000
4,2,49600,738,700,0.0141,2,56,543000
4,0,51200,683,4400,0.0859,0,27,328000
3,0,49300,673,5000,0.1014,0,45,705000
2,2,21600,774,5200,0.2407,2,27,752000
3,0,80200,715,3400,0.0424,1,24,598000
3,0,46000,649,3500,0.0761,1,24,545000
2,4,68100,737,3000,0.0441,1,23,100000
1,5,91100,658,6300,0.0617,1,37,995000
2,0,66500,713,4100,0.0617,0,48,493000
2,1,76800,736,2400,0.0312,2,23,787000
4,5,29900,712,3800,0.1271,1,40,710000
1,2,10000,706,2900,0.29,1,60,523000
1,5,43300,687,5700,0.1316,1,23,821000
0,4,54300,642,0,0.0,2,30,562000
1,2,25000,708,1000,0.04,1,59,497000
1,5,80800,722,3600,0.0446,1,23,396000
2,0,46400,781,700,0.0151,0,47,674000
0,3,66700,660,3800,0.057,0,40,995000
3,3,52200,624,5500,0.1054,1,39,781000
1,3,49100,768,1100,0.0224,2,63,100000
1,2,28200,707,600,0.0213,1,44,665000
4,3,69900,701,2300,0.0329,0,48,849000
1,3,27200,649,5900,0.2169,0,56,545000
2,0,10000,729,2000,0.2,0,30,813000
1,1,34900,713,6300,0.2148999999999999,2,42,995000
2,0,76300,664,2800,0.0366999999999999,2,38,373000
3,5,22800,758,1400,0.0613999999999999,2,41,575000
3,3,53100,676,6300,0.1224,1,52,497000
0,3,37700,706,3100,0.0822,1,52,750000
4,3,40500,651,1600,0.0395,0,37,100000
0,2,91100,707,4400,0.0483,0,45,388000
1,0,84800,617,3100,0.0366,2,40,462000
2,0,36600,704,800,0.0219,1,38,608000
3,2,88300,617,2100,0.0237999999999999,0,51,687000
0,1,63800,636,4100,0.0643,1,54,176000
0,0,65500,655,2200,0.0336,1,36,780000
3,4,34000,665,5700,0.1676,2,63,896000
4,3,10000,715,3500,0.35,1,29,324000
4,4,41200,711,3400,0.0825,2,57,216000
2,3,38100,715,2100,0.0550999999999999,1,43,100000
1,1,26100,720,4800,0.1839,2,63,712000
4,2,60600,693,1500,0.0248,0,23,100000
2,2,89900,687,6300,0.0768,0,33,746000
0,0,10000,617,5500,0.55,0,43,995000
3,3,34000,661,5100,0.15,2,49,326000
0,4,30700,617,2400,0.0782,2,44,776000
3,3,10000,708,500,0.05,0,23,198000
4,0,67100,649,6100,0.0909,0,63,570000
0,0,34400,781,1300,0.0378,2,44,555000
4,1,52000,649,1500,0.0288,2,33,100000
3,4,27700,781,2400,0.0866,2,57,546000
3,3,69600,617,4300,0.0617999999999999,0,51,100000
3,0,84600,701,1100,0.013,0,24,301000
1,4,66700,731,3500,0.0525,1,52,480000
2,0,39600,617,3000,0.0758,1,37,750000
3,0,69700,745,3700,0.0530999999999999,2,59,995000
4,3,33300,743,5300,0.1592,2,60,577000
1,5,24100,650,1800,0.0747,1,32,808000
2,3,74400,705,4900,0.0659,0,27,995000
4,2,68700,698,4800,0.0699,0,61,183000
0,2,20100,683,0,0.0,1,23,853000
1,2,74700,707,4600,0.0616,0,24,214000
0,4,14800,651,1500,0.1014,1,55,924000
0,1,38300,729,6300,0.1775,1,50,568000
4,0,62600,645,300,0.0048,1,43,579000
1,5,62500,643,0,0.0,0,43,445000
3,4,67100,624,3700,0.0550999999999999,0,57,562000
1,5,86600,617,700,0.0081,2,44,100000
4,0,49400,774,3000,0.0607,0,48,820000
3,2,82100,640,4000,0.0487,0,37,510000
2,3,77000,757,2100,0.0273,0,56,414000
2,0,10000,671,4100,0.41,1,38,454000
1,3,48500,669,1100,0.0227,1,63,400000
4,2,81700,699,1800,0.022,1,32,100000
4,0,87200,655,2100,0.0241,1,51,995000
2,1,61100,751,2300,0.0375999999999999,2,23,100000
0,5,66300,643,6200,0.0935,1,39,100000
1,1,35600,701,3000,0.0843,2,25,559000
3,5,34300,617,2900,0.0844999999999999,1,44,627000
0,4,20400,762,5500,0.2696,2,31,270000
4,5,10000,617,600,0.06,2,56,486000
4,3,49300,681,4000,0.0810999999999999,0,30,931000
1,1,91100,641,2600,0.0285,0,52,345000
0,1,91100,715,1800,0.0183,2,47,100000
4,4,18700,672,4100,0.2193,1,51,199000
2,1,77800,685,3100,0.0398,0,56,969000
4,0,63400,679,800,0.0126,0,59,319000
2,2,44700,781,6100,0.1365,2,31,985000
3,4,62000,685,700,0.0113,0,51,483000
0,0,23200,645,1300,0.0559999999999999,1,55,519000
1,5,89700,617,3800,0.0424,0,59,479000
0,3,84100,719,6300,0.0749,0,37,517000
4,1,82400,617,2400,0.0291,0,63,480000
1,5,79100,665,4300,0.0544,1,57,722000
2,0,73800,671,2900,0.0393,0,43,221000
0,5,18300,678,900,0.0492,1,25,100000
0,5,52900,681,5100,0.0964,0,38,487000
4,0,26000,755,1600,0.0615,0,43,754000
4,5,10000,617,0,0.0,2,36,478000
2,3,50400,682,4700,0.0933,1,61,266000
2,2,79600,709,3500,0.044,0,34,242000
3,0,44600,725,1800,0.0404,0,60,338000
3,4,79500,736,2300,0.0289,1,54,289000
1,3,78000,671,3700,0.0474,2,52,838000
2,0,10000,780,3800,0.38,2,56,488000
4,2,12200,617,0,0.0,0,51,490000
2,2,16900,677,0,0.0,2,61,723000
1,3,83200,729,3100,0.0373,2,35,242000
1,2,10000,643,800,0.08,1,23,532000
2,0,36600,734,5700,0.1557,2,38,362000
0,2,54800,661,4300,0.0785,1,27,100000
4,1,67900,758,3400,0.0501,2,60,414000
1,1,22100,665,4600,0.2080999999999999,2,51,835000
3,4,67300,617,5200,0.0773,1,40,482000
2,1,72600,724,800,0.011,1,38,484000
1,3,28700,707,2200,0.0767,2,55,503000
4,5,38600,688,2200,0.057,0,58,512000
0,5,64000,730,1600,0.025,0,33,312000
4,3,49500,617,100,0.002,0,24,492000
2,0,42400,701,2400,0.0566,2,58,608000
0,1,76200,779,4200,0.0550999999999999,0,63,116000
0,1,18300,657,1700,0.0929,1,38,175000
2,5,55400,695,3500,0.0632,1,62,247000
1,1,32900,617,3100,0.0942,1,29,925000
1,4,33000,744,4200,0.1273,1,39,804000
2,2,82000,684,1600,0.0195,1,53,686000
3,5,68000,617,2300,0.0338,1,24,752000
3,2,57000,670,0,0.0,2,63,404000
1,2,40200,781,3300,0.0821,2,63,100000
1,5,70700,698,4400,0.0622,1,41,366000
1,1,43500,748,2300,0.0529,1,46,100000
0,1,65700,716,5900,0.0898,2,43,453000
4,3,58400,752,2300,0.0394,2,59,654000
4,1,59200,760,3900,0.0659,2,44,125000
3,1,50500,703,2700,0.0535,2,61,100000
1,3,52100,683,3700,0.071,2,58,408000
4,3,10000,685,5900,0.59,0,39,472000
1,1,26100,729,6300,0.2529,1,63,629000
1,3,10000,704,2600,0.26,1,31,961000
0,5,10000,743,4200,0.42,0,55,722000
0,4,46800,647,3700,0.0791,0,41,607000
4,4,37500,617,100,0.0027,0,46,623000
3,0,34700,672,6000,0.1729,1,63,471000
1,2,10000,691,2400,0.24,0,38,658000
3,0,70900,721,1200,0.0169,0,23,995000
4,1,79300,678,4600,0.0579999999999999,0,50,417000
2,1,57400,619,1400,0.0243999999999999,2,42,816000
4,3,40000,737,4200,0.105,0,41,736000
1,3,31000,781,6000,0.1935,1,23,893000
2,3,45000,617,3200,0.0711,1,23,642000
1,3,10000,691,1500,0.15,1,25,692000
3,5,10000,617,4500,0.45,1,23,135000
4,4,87300,761,2200,0.0252,1,33,865000
3,0,20000,637,900,0.045,1,57,532000
2,0,15400,683,5700,0.3701,1,32,655000
2,2,91100,737,200,0.0021,1,49,882000
1,0,31200,736,1200,0.0385,1,46,249000
3,4,81600,781,3800,0.0466,2,46,191000
3,1,47200,750,2000,0.0424,0,23,153000
1,2,57700,676,1700,0.0295,1,48,291000
4,1,46300,711,1200,0.0259,1,44,993000
1,3,41800,671,1900,0.0455,2,42,995000
1,1,28900,773,2800,0.0969,1,56,297000
1,2,79100,617,5500,0.0695,1,25,864000
2,4,75900,617,5500,0.0725,1,43,100000
2,3,16900,705,100,0.0059,2,44,759000
2,1,40900,687,3500,0.0856,1,62,439000
4,0,44100,635,1400,0.0317,1,32,156000
0,5,48100,700,2600,0.0541,0,30,913000
4,4,73700,617,0,0.0,1,32,201000
4,3,58100,627,4100,0.0706,0,36,200000
2,4,14300,719,5000,0.3497,0,54,104000
1,0,68000,681,800,0.0118,0,63,912000
2,2,82300,694,3700,0.045,0,28,833000
3,0,91100,720,4800,0.0482,2,32,796000
2,1,56700,747,2500,0.0441,1,56,799000
2,1,10000,664,3800,0.38,0,30,202000
4,0,80900,710,2500,0.0308999999999999,0,61,870000
1,0,43100,758,5100,0.1183,1,48,545000
2,4,36600,718,3300,0.0902,1,44,368000
1,1,12800,708,1000,0.0781,1,63,446000
2,1,91100,746,2100,0.0216,1,44,508000
4,4,44200,648,3300,0.0747,2,29,358000
4,0,54700,708,3500,0.064,1,44,656000
4,5,42300,704,1800,0.0426,1,31,465000
2,5,52000,636,1200,0.0231,0,29,727000
2,2,76100,658,4100,0.0538999999999999,0,27,100000
4,0,17700,781,6000,0.3389999999999999,2,26,274000
2,5,54500,711,6200,0.1138,0,58,995000
4,3,33000,770,2900,0.0878999999999999,1,48,264000
3,5,32800,627,0,0.0,1,42,585000
4,5,72700,698,1100,0.0151,0,32,459000
0,2,26900,681,0,0.0,1,27,604000
3,1,61800,684,6300,0.1018999999999999,1,23,259000
0,5,26700,736,5900,0.221,1,39,235000
3,0,32800,717,2600,0.0793,1,23,698000
3,4,54900,713,500,0.0091,1,44,274000
3,5,33100,700,2200,0.0665,2,30,370000
4,0,70500,765,1500,0.0213,2,32,100000
1,3,69800,633,2400,0.0344,0,38,704000
1,2,17100,689,3700,0.2164,2,36,307000
1,0,68500,781,700,0.0102,1,52,995000
3,3,32600,685,5500,0.1687,1,43,719000
2,2,72400,696,3400,0.047,1,38,873000
2,3,57500,696,300,0.0052,2,27,525000
4,3,18700,617,1400,0.0749,0,38,229000
3,0,17200,719,4500,0.2616,1,35,500000
1,4,34400,738,3200,0.093,2,54,995000
0,0,50100,617,4700,0.0938,2,39,941000
3,1,47200,757,5000,0.1059,0,41,100000
4,5,35600,694,6300,0.2191,2,55,469000
3,4,24600,686,3200,0.1301,2,60,100000
1,0,60600,691,6100,0.1007,0,63,827000
2,4,42200,689,0,0.0,2,46,338000
2,1,34600,617,4700,0.1358,1,34,100000
2,5,28200,663,5500,0.195,1,49,658000
1,2,79900,714,2600,0.0325,2,38,643000
4,3,26900,660,2400,0.0892,0,38,844000
1,5,26800,741,2100,0.0784,2,63,115000
3,2,46800,713,3300,0.0705,1,41,363000
2,5,82000,732,300,0.0037,1,49,792000
1,1,51500,756,200,0.0039,0,39,567000
3,4,48000,628,600,0.0125,0,47,539000
4,4,36300,687,3400,0.0936999999999999,0,23,154000
3,5,66100,691,1800,0.0272,0,31,432000
1,4,52000,719,2900,0.0558,1,39,210000
0,4,69200,714,1700,0.0246,0,51,309000
4,5,44100,619,0,0.0,2,53,480000
0,2,75300,733,3200,0.0425,1,33,561000
2,0,52900,627,3000,0.0567,2,35,995000
0,4,59700,680,2100,0.0352,1,53,995000
2,3,40200,706,4300,0.107,2,28,559000
1,4,12800,662,2900,0.2266,2,56,844000
1,1,66700,717,2300,0.0345,2,28,902000
0,5,42400,718,3900,0.092,0,62,212000
4,3,86400,739,5100,0.059,0,25,799000
4,2,27600,673,400,0.0144999999999999,0,23,170000
1,3,54400,706,1900,0.0349,2,27,854000
2,5,91100,665,1200,0.0093999999999999,1,31,675000
1,4,10000,717,2500,0.25,0,34,759000
2,3,91100,689,4800,0.0493,2,63,894000
4,2,10000,702,4500,0.45,2,23,392000
0,0,39700,663,2200,0.0554,0,49,154000
1,4,36100,617,3200,0.0886,2,56,722000
0,1,21600,617,2600,0.1204,2,39,357000
3,3,70600,689,6200,0.0877999999999999,1,52,100000
0,0,51200,781,3600,0.0703,0,36,408000
4,4,47900,767,3500,0.0731,2,39,394000
0,2,79200,781,6300,0.0871,2,60,545000
0,4,87900,638,1900,0.0216,2,28,737000
1,0,75200,677,6300,0.0957,2,23,521000
0,3,42300,763,1700,0.0401999999999999,1,55,707000
3,5,74900,728,0,0.0,2,56,247000
3,3,50000,680,3400,0.068,1,55,256000
4,2,35300,772,0,0.0,2,63,560000
4,5,45400,750,3800,0.0837,2,58,690000
0,3,55200,654,3000,0.0542999999999999,2,36,509000
3,2,32300,715,6300,0.2663,1,61,821000
3,2,42000,654,2000,0.0475999999999999,0,33,995000
1,2,91100,711,0,0.0,2,27,705000
2,5,91100,713,2300,0.0237999999999999,1,31,485000
0,1,23200,647,0,0.0,1,50,612000
4,2,26600,772,0,0.0,1,41,817000
2,5,68600,659,2700,0.0394,2,54,977000
3,3,76500,631,4800,0.0626999999999999,0,35,562000
4,4,10000,651,2000,0.2,2,39,569000
0,0,70600,696,3100,0.0438999999999999,0,34,869000
4,0,36900,684,2200,0.0596,1,42,995000
0,2,67500,643,2800,0.0415,0,23,203000
0,4,31400,675,6000,0.1911,1,37,471000
3,3,73800,690,3400,0.0461,0,25,739000
3,3,42900,665,2500,0.0583,2,42,240000
4,0,10000,687,2600,0.26,0,47,369000
4,3,69000,757,3900,0.0565,1,57,651000
4,3,64300,700,3800,0.0591,1,36,458000
4,5,38500,710,900,0.0233999999999999,2,60,597000
1,1,19200,753,0,0.0,2,23,976000
1,3,27700,682,6000,0.2166,2,57,527000
2,2,26700,727,2500,0.0935999999999999,0,46,100000
4,1,72700,741,4500,0.0619,0,51,995000
2,2,21200,770,1300,0.0613,1,40,191000
3,0,46800,777,4200,0.0897,2,44,100000
1,1,60100,709,0,0.0,2,39,777000
1,5,50200,734,4300,0.0857,0,24,572000
3,0,66700,640,5400,0.081,0,23,480000
1,2,45200,724,5600,0.1239,2,31,995000
1,0,27100,692,1600,0.059,2,42,323000
1,0,53200,742,2100,0.0395,0,27,995000
4,5,91100,716,0,0.0,1,32,995000
3,0,13600,725,1100,0.0809,2,29,752000
3,1,91100,729,6300,0.0571,0,37,800000
3,2,46900,662,2700,0.0576,0,38,166000
1,2,29000,640,6300,0.2241,1,57,682000
1,3,10900,663,0,0.0,0,60,292000
2,4,28500,664,4500,0.1578999999999999,0,42,672000
1,5,73700,712,800,0.0109,2,38,100000
0,3,47200,617,3500,0.0742,2,24,102000
2,0,40700,685,1100,0.027,1,48,640000
2,1,40400,698,0,0.0,0,40,738000
2,1,71600,674,1400,0.0196,0,34,608000
4,5,39400,679,6300,0.1599,0,26,620000
2,4,14800,675,2000,0.1351,1,63,706000
1,0,25400,771,6300,0.315,1,37,628000
2,2,27900,663,5300,0.19,0,27,446000
0,0,33800,673,1000,0.0296,1,59,507000
2,3,37100,617,1300,0.035,1,34,215000
0,2,41100,716,0,0.0,2,35,780000
1,4,91100,642,3900,0.0395,0,54,995000
1,3,10000,703,700,0.07,1,25,842000
0,5,12000,695,1800,0.15,1,59,638000
0,2,16000,709,900,0.0562,1,29,441000
0,5,21400,734,4400,0.2055999999999999,1,40,451000
4,4,32300,749,1400,0.0433,0,36,790000
1,3,29900,715,200,0.0067,0,63,132000
4,0,55800,657,4200,0.0753,1,23,669000
0,3,64500,651,2100,0.0326,2,40,917000
2,4,91100,617,1300,0.0127,0,46,673000
4,3,10000,733,400,0.04,1,52,581000
4,1,91100,656,6300,0.0599,2,30,209000
2,0,49800,735,5200,0.1043999999999999,2,62,277000
2,4,27300,694,500,0.0183,1,61,271000
1,0,67200,627,5800,0.0863,0,26,100000
4,4,39700,666,6300,0.1712999999999999,0,26,477000
4,1,10000,686,6300,0.63,0,30,100000
0,4,14300,706,0,0.0,1,56,469000
3,4,78400,711,3000,0.0383,1,38,343000
0,5,70500,742,4900,0.0695,1,58,995000
3,1,53800,750,3100,0.0576,1,62,556000
0,3,66300,751,3300,0.0498,1,23,779000
2,0,21900,672,1600,0.0731,2,51,492000
4,1,64700,723,5300,0.0819,0,46,725000
3,2,56000,705,3100,0.0554,0,63,669000
4,5,71400,670,2900,0.0406,2,63,995000
4,4,52700,781,1900,0.0361,1,48,431000
3,4,47600,736,600,0.0126,2,41,565000
1,0,37500,728,800,0.0213,1,25,439000
2,1,20600,692,4100,0.1989999999999999,1,53,412000
3,3,43600,682,3300,0.0757,0,23,290000
4,5,58900,680,1200,0.0204,0,58,459000
4,1,42900,713,4100,0.0956,1,60,708000
4,3,35500,662,6200,0.1746,1,49,452000
1,0,75700,631,1200,0.0159,2,61,475000
2,2,79700,695,5000,0.0626999999999999,0,23,781000
2,0,56600,728,1300,0.023,2,56,995000
0,5,27900,702,3200,0.1147,2,50,534000
4,4,22100,741,2700,0.1222,2,23,687000
3,4,71800,618,4100,0.0571,0,58,676000
1,1,70700,677,0,0.0,2,53,593000
1,2,48800,781,200,0.0040999999999999,2,63,504000
4,0,15000,704,3700,0.2467,0,25,100000
2,0,39700,674,4200,0.1058,2,23,392000
4,4,39200,764,2000,0.051,0,63,380000
1,0,53400,654,3900,0.073,2,63,100000
1,2,36600,679,5400,0.1475,0,34,447000
0,4,43500,677,0,0.0,2,52,100000
2,1,49300,737,700,0.0141999999999999,0,30,138000
0,4,42100,683,4200,0.0998,1,26,661000
2,3,91100,691,2400,0.0227999999999999,2,48,100000
0,2,34300,683,3500,0.102,2,33,100000
4,1,42000,674,0,0.0,0,47,933000
0,1,72100,693,5200,0.0721,2,31,119000
2,0,91100,688,4800,0.0474,1,44,437000
3,3,62000,713,4400,0.071,1,24,983000
2,3,69500,721,2400,0.0345,0,63,425000
0,2,46500,749,2700,0.0581,0,51,100000
1,4,55200,707,0,0.0,2,36,448000
2,2,32900,713,1600,0.0486,2,62,304000
0,0,10000,768,6300,0.8,2,58,418000
2,2,69100,670,300,0.0043,0,38,327000
2,3,71000,686,4200,0.0592,2,58,248000
0,2,57100,618,5400,0.0946,0,59,487000
2,5,23000,781,4600,0.2,1,23,752000
3,4,39800,751,2100,0.0528,2,62,371000
2,2,53400,617,5300,0.0993,1,50,100000
1,5,37400,703,6300,0.1684,0,53,591000
4,5,61400,719,5100,0.0831,0,27,742000
0,3,76200,714,6300,0.0852999999999999,2,58,550000
0,5,44900,706,2000,0.0445,0,58,602000
3,4,67900,712,5000,0.0736,1,24,100000
3,1,19100,715,1300,0.0681,2,59,892000
1,3,22500,705,2200,0.0978,2,44,855000
3,4,18000,776,2500,0.1389,2,52,343000
1,2,22700,707,2400,0.1057,1,28,901000
0,2,58000,712,1000,0.0172,2,29,100000
2,4,71300,781,6000,0.0842,0,54,410000
2,0,91100,774,0,0.0,2,23,509000
3,4,10000,620,2700,0.27,2,36,995000
2,3,91100,674,1700,0.0168,2,55,335000
4,1,24900,641,5700,0.2289,1,23,625000
3,3,67100,675,0,0.0,0,33,702000
0,1,49300,663,2400,0.0487,2,63,531000
4,1,21500,681,1000,0.0465,2,44,510000
3,5,47000,753,1900,0.0404,0,63,995000
0,1,10000,679,3600,0.36,1,35,432000
1,0,31900,781,5300,0.1661,0,34,995000
4,0,69600,685,3500,0.0503,0,37,562000
2,4,25600,748,2800,0.1094,2,42,924000
1,5,40800,666,6100,0.1495,2,52,709000
1,2,73700,781,1400,0.019,0,29,287000
1,1,30400,735,3500,0.1151,1,34,491000
1,3,10000,731,500,0.05,1,50,354000
2,4,43300,702,300,0.0069,1,59,445000
2,3,35600,705,2200,0.0617999999999999,0,24,684000
4,1,83200,711,0,0.0,1,50,408000
1,2,10000,721,6300,0.69,1,57,505000
0,1,15800,733,2200,0.1392,2,58,422000
4,2,75800,677,5100,0.0673,1,53,100000
4,3,60200,701,6200,0.103,1,23,389000
0,1,48300,742,2800,0.0579999999999999,0,23,744000
4,1,10000,725,2600,0.26,1,39,810000
0,0,10000,746,5000,0.5,0,43,475000
3,4,10000,621,2700,0.27,2,30,474000
3,0,69700,689,1000,0.0143,2,36,774000
1,5,60100,659,2500,0.0416,1,62,898000
1,1,74900,707,4600,0.0613999999999999,0,54,405000
4,5,78500,702,0,0.0,0,35,507000
3,4,71500,721,4700,0.0657,0,31,802000
1,4,28500,781,3500,0.1227999999999999,1,32,605000
2,2,53400,660,3100,0.0581,0,56,332000
1,2,64200,712,3400,0.053,0,51,100000
4,5,19500,691,4300,0.2205,0,59,490000
1,1,30300,759,5000,0.165,2,63,649000
3,0,52600,692,3200,0.0608,2,27,713000
2,2,38300,781,3900,0.1018,2,23,338000
3,3,65900,641,5900,0.0895,1,62,334000
4,5,70700,774,2400,0.0339,2,41,652000
1,5,41700,750,2600,0.0624,1,30,691000
0,3,64900,671,3100,0.0478,1,63,637000
4,0,88600,743,1300,0.0147,0,50,912000
1,2,57200,655,4300,0.0751999999999999,0,44,795000
2,0,73800,739,1500,0.0203,2,54,705000
2,2,27500,675,2900,0.1055,2,23,469000
3,0,74300,707,500,0.0067,2,35,270000
2,4,69300,759,3500,0.0504999999999999,2,44,995000
4,5,42500,702,6300,0.1528999999999999,2,60,510000
0,3,10000,629,700,0.07,1,57,587000
2,3,33300,658,1800,0.0541,2,28,496000
3,2,28700,697,1700,0.0592,1,61,523000
3,4,82300,661,5400,0.0655999999999999,0,30,617000
3,5,43900,781,3500,0.0797,0,29,321000
3,3,40300,759,1700,0.0421999999999999,0,43,423000
0,2,10900,699,6000,0.5505,2,55,591000
3,0,47800,717,800,0.0167,0,37,348000
1,3,79100,781,1900,0.024,1,61,954000
0,0,24700,703,4900,0.1984,2,39,556000
2,3,60200,697,0,0.0,0,23,281000
1,1,48400,617,2600,0.0537,1,28,649000
1,2,16000,748,3900,0.2438,2,59,738000
0,3,91100,660,2200,0.0179,0,26,292000
0,1,46100,698,1700,0.0369,1,35,217000
3,1,67400,764,3100,0.046,0,23,460000
1,4,59300,699,3300,0.0556,2,52,907000
1,4,10900,703,4700,0.4311999999999999,2,37,100000
1,4,21700,691,6300,0.3272,0,48,587000
1,0,12000,733,0,0.0,1,45,995000
4,5,60500,666,400,0.0066,0,58,100000
2,3,48600,696,6000,0.1235,0,55,275000
3,0,14800,695,3700,0.25,0,46,145000
1,0,22900,686,6300,0.31,1,33,100000
2,1,10000,617,500,0.05,1,36,923000
2,0,62300,676,6200,0.0994999999999999,1,25,494000
0,1,59600,764,0,0.0,2,34,356000
0,0,40400,781,6300,0.2128999999999999,0,47,217000
0,5,67100,704,2400,0.0358,0,50,100000
2,5,58600,724,2600,0.0444,2,55,203000
1,2,26800,764,3000,0.1119,0,25,439000
0,3,85800,674,4400,0.0513,2,58,176000
1,0,38600,751,2800,0.0725,2,59,517000
3,4,91100,728,0,0.0,1,45,449000
3,2,10000,688,0,0.0,1,37,895000
0,1,27900,674,3000,0.1075,2,63,656000
2,0,37400,712,5600,0.1497,2,63,715000
2,4,24200,762,4200,0.1736,0,23,554000
1,3,70500,717,1400,0.0199,1,42,750000
0,4,35900,679,6300,0.1978,2,23,411000
2,5,54100,705,1600,0.0296,2,29,629000
0,4,35700,723,2500,0.07,0,60,335000
2,0,83100,672,6100,0.0733999999999999,1,32,872000
0,4,33700,759,0,0.0,2,34,827000
3,2,63600,729,1400,0.022,0,42,717000
3,2,44100,716,1800,0.0408,1,40,368000
1,0,25200,715,5200,0.2062999999999999,2,63,203000
0,0,54800,781,2000,0.0365,0,27,392000
3,1,64800,754,1500,0.0231,0,54,686000
0,1,88400,688,800,0.009,0,39,607000
4,0,71400,774,3200,0.0448,2,52,398000
2,5,88700,697,2300,0.0259,2,47,100000
1,0,10000,735,1800,0.18,2,63,275000
3,3,33000,691,1600,0.0484999999999999,1,50,131000
1,5,40600,666,4400,0.1084,1,25,100000
4,0,57200,730,2200,0.0385,1,48,914000
2,0,38400,686,5400,0.1406,1,26,257000
1,1,62000,617,2900,0.0467999999999999,0,38,518000
1,1,42200,735,1700,0.0403,0,33,100000
1,3,10000,715,5800,0.58,0,32,375000
2,1,26900,636,4700,0.1747,0,45,274000
4,2,39300,744,100,0.0025,2,44,855000
1,2,60500,617,2900,0.0479,2,23,679000
0,5,47500,711,1400,0.0295,1,49,500000
